Year;Parameter;Unit;AVERAGE;MAX;MIN;STDEV;MEDIAN
2018;Benzene;µg/m³;0,39;1,70;0,00;0,24;0,30
2018;NO2;µg/m³;18,57;121,70;0,50;15,77;13,30
2018;O3;µg/m³;39,99;103,70;0,00;30,29;34,80
2018;PM10;µg/m³;17,77;76,60;0,00;11,76;16,20
2018;PM2.5;µg/m³;13,37;61,70;0,00;8,37;11,70
