Year;Parameter;Unit;AVERAGE;MAX;MIN;STDEV;MEDIAN
2018;Benzene;µg/m³;0,33;1,90;0,00;0,28;0,30
2018;NO2;µg/m³;23,32;99,00;2,20;13,22;20,40
2018;O3;µg/m³;40,82;141,60;0,80;34,59;29,15
2018;PM10;µg/m³;27,97;259,10;0,00;32,30;20,30
2018;PM2.5;µg/m³;14,21;53,20;0,00;7,45;13,80
2019;Benzene;µg/m³;0,70;6,00;0,10;0,51;0,60
2019;NO2;µg/m³;19,28;86,70;3,40;13,48;14,50
2019;O3;µg/m³;57,86;137,30;1,00;35,20;53,15
2019;PM10;µg/m³;17,70;58,20;0,00;13,68;16,10
2019;PM2.5;µg/m³;14,62;53,60;0,00;9,24;12,70
