Year;Parameter;Unit;AVERAGE;MAX;MIN;STDEV;MEDIAN
2018;NO2;µg/m³;24,56;98,00;0,90;18,50;18,80
2018;O3;µg/m³;34,60;83,40;5,30;24,01;28,50
2018;PM10;µg/m³;29,58;148,00;0,00;24,90;25,00
2018;PM2.5;µg/m³;28,92;118,70;0,00;25,34;21,65
