Year;Parameter;Unit;AVERAGE;MAX;MIN;STDEV;MEDIAN
2018;Benzene;µg/m³;2,25;105,30;0,00;7,01;1,50
2018;NO2;µg/m³;12,79;81,20;0,00;10,22;9,90
2018;O3;µg/m³;66,36;144,10;1,60;33,56;72,10
2018;PM10;µg/m³;16,76;76,20;0,00;12,75;14,80
2018;PM2.5;µg/m³;9,14;37,40;0,00;5,46;8,40
2019;Benzene;µg/m³;0,13;0,60;0,00;0,12;0,10
2019;NO2;µg/m³;11,59;122,80;1,40;10,92;7,70
2019;O3;µg/m³;65,39;491,00;2,40;46,25;60,30
2019;PM10;µg/m³;25,73;81,10;0,00;16,12;20,60
2019;PM2.5;µg/m³;13,58;44,80;0,00;6,96;13,20
